iteration,query,seconds
823,unqualified,0.003401
823,ordered,0.005790
824,qualified,0.002644
824,unqualified,0.003676
824,ordered,0.003526
825,qualified,0.003480
825,unqualified,0.003134
825,ordered,0.003526
826,qualified,0.006028
826,unqualified,0.002829
826,ordered,0.005465
827,qualified,0.003406
827,unqualified,0.004465
827,ordered,0.005525
828,qualified,0.002994
828,unqualified,0.003304
828,ordered,0.004388
829,qualified,0.003593
829,unqualified,0.002573
829,ordered,0.004977
830,qualified,0.003337
830,unqualified,0.004439
830,ordered,0.004020
831,qualified,0.003426
831,unqualified,0.002529
831,ordered,0.004870
832,qualified,0.002848
832,unqualified,0.002884
832,ordered,0.005298
833,qualified,0.004250
833,unqualified,0.003526
833,ordered,0.005101
834,qualified,0.003858
834,unqualified,0.003588
834,ordered,0.007796
835,qualified,0.006229
835,unqualified,0.003691
835,ordered,0.004816
836,qualified,0.003572
836,unqualified,0.003770
836,ordered,0.006055
837,qualified,0.004150
837,unqualified,0.003526
837,ordered,0.007391
838,qualified,0.004131
838,unqualified,0.003855
838,ordered,0.005084
839,qualified,0.006847
839,unqualified,0.003613
839,ordered,0.004986
840,qualified,0.004187
840,unqualified,0.004414
840,ordered,0.005415
841,qualified,0.006436
841,unqualified,0.004532
841,ordered,0.013344
842,qualified,0.008982
842,unqualified,0.003644
842,ordered,0.004995
843,qualified,0.004453
843,unqualified,0.003895
843,ordered,0.007001
844,qualified,0.003001
844,unqualified,0.005504
844,ordered,0.012357
845,qualified,0.003743
845,unqualified,0.004516
845,ordered,0.007422
846,qualified,0.008649
846,unqualified,0.003266
846,ordered,0.004422
847,qualified,0.004461
847,unqualified,0.003528
847,ordered,0.006694
848,qualified,0.003481
848,unqualified,0.004828
848,ordered,0.005771
849,qualified,0.006281
849,unqualified,0.003532
849,ordered,0.006001
850,qualified,0.003669
850,unqualified,0.003354
850,ordered,0.009037
851,qualified,0.003545
851,unqualified,0.003543
851,ordered,0.006955
852,qualified,0.004307
852,unqualified,0.003928
852,ordered,0.007169
853,qualified,0.004520
853,unqualified,0.003593
853,ordered,0.004953
854,qualified,0.002302
854,unqualified,0.003317
854,ordered,0.004420
855,qualified,0.003621
855,unqualified,0.003976
855,ordered,0.004117
856,qualified,0.002990
856,unqualified,0.004060
856,ordered,0.004070
857,qualified,0.003124
857,unqualified,0.002745
857,ordered,0.004649
858,qualified,0.003668
858,unqualified,0.003328
858,ordered,0.003688
859,qualified,0.003175
859,unqualified,0.003736
859,ordered,0.004322
860,qualified,0.003716
860,unqualified,0.003009
860,ordered,0.003992
861,qualified,0.003670
861,unqualified,0.005292
861,ordered,0.004004
862,qualified,0.003490
862,unqualified,0.003076
862,ordered,0.005511
863,qualified,0.002701
863,unqualified,0.003527
863,ordered,0.005006
864,qualified,0.004027
864,unqualified,0.002999
864,ordered,0.004551
865,qualified,0.003467
865,unqualified,0.003654
865,ordered,0.004568
866,qualified,0.002738
866,unqualified,0.003680
866,ordered,0.004525
867,qualified,0.003001
867,unqualified,0.002995
867,ordered,0.004001
868,qualified,0.001994
868,unqualified,0.003582
868,ordered,0.005655
869,qualified,0.002723
869,unqualified,0.003906
869,ordered,0.003546
870,qualified,0.004908
870,unqualified,0.004091
870,ordered,0.004141
871,qualified,0.005751
871,unqualified,0.008038
871,ordered,0.004879
872,qualified,0.003928
872,unqualified,0.002393
872,ordered,0.003530
873,qualified,0.003719
873,unqualified,0.002522
873,ordered,0.004780
874,qualified,0.002530
874,unqualified,0.003826
874,ordered,0.005522
875,qualified,0.004081
875,unqualified,0.003381
875,ordered,0.004229
876,qualified,0.003908
876,unqualified,0.002570
876,ordered,0.013958
877,qualified,0.002898
877,unqualified,0.003654
877,ordered,0.004767
878,qualified,0.003451
878,unqualified,0.003092
878,ordered,0.005325
879,qualified,0.003540
879,unqualified,0.003648
879,ordered,0.005184
880,qualified,0.011829
880,unqualified,0.003275
880,ordered,0.004059
881,qualified,0.002811
881,unqualified,0.002496
881,ordered,0.004459
882,qualified,0.003523
882,unqualified,0.002999
882,ordered,0.005000
883,qualified,0.002995
883,unqualified,0.007797
883,ordered,0.003768
884,unqualified,0.004001
884,qualified,0.005641
884,ordered,0.004747
885,unqualified,0.002759
885,qualified,0.003461
885,ordered,0.009060
886,unqualified,0.003011
886,qualified,0.002939
886,ordered,0.004531
887,unqualified,0.002992
887,qualified,0.003995
887,ordered,0.004057
888,unqualified,0.003179
888,qualified,0.002517
888,ordered,0.004214
889,unqualified,0.003327
889,qualified,0.004287
889,ordered,0.004826
890,unqualified,0.002841
890,qualified,0.002463
890,ordered,0.004914
891,unqualified,0.004419
891,qualified,0.002824
891,ordered,0.004493
892,unqualified,0.003899
892,qualified,0.002001
892,ordered,0.006502
893,qualified,0.004867
893,unqualified,0.003622
893,ordered,0.004423
894,qualified,0.002964
894,unqualified,0.002979
894,ordered,0.005779
895,qualified,0.008468
895,unqualified,0.003055
895,ordered,0.005051
896,qualified,0.002008
896,unqualified,0.002994
896,ordered,0.005049
897,qualified,0.003523
897,unqualified,0.001995
897,ordered,0.005152
898,qualified,0.002248
898,unqualified,0.002920
898,ordered,0.005040
899,qualified,0.003001
899,unqualified,0.002996
899,ordered,0.004863
900,qualified,0.002959
900,unqualified,0.003338
900,ordered,0.004668
901,unqualified,0.004625
901,qualified,0.003040
901,ordered,0.004192
902,unqualified,0.003023
902,qualified,0.002991
902,ordered,0.004998
903,unqualified,0.003106
903,qualified,0.002678
903,ordered,0.005808
904,unqualified,0.003895
904,qualified,0.002785
904,ordered,0.004062
905,unqualified,0.003625
905,qualified,0.003687
905,ordered,0.004019
906,unqualified,0.003042
906,qualified,0.003389
906,ordered,0.004526
907,unqualified,0.002998
907,qualified,0.002997
907,ordered,0.004000
908,unqualified,0.003544
908,qualified,0.006873
908,ordered,0.006093
909,unqualified,0.002789
909,qualified,0.003893
909,ordered,0.005423
910,unqualified,0.004530
910,qualified,0.004430
910,ordered,0.009258
911,unqualified,0.004521
911,qualified,0.004368
911,ordered,0.005575
912,unqualified,0.006073
912,qualified,0.004521
912,ordered,0.007319
913,unqualified,0.005081
913,qualified,0.004520
913,ordered,0.005699
914,unqualified,0.003522
914,qualified,0.006001
914,ordered,0.005000
915,unqualified,0.005000
915,qualified,0.003999
915,ordered,0.006008
916,unqualified,0.006006
916,qualified,0.002995
916,ordered,0.009048
917,unqualified,0.004290
917,qualified,0.003535
917,ordered,0.006591
918,unqualified,0.003743
918,qualified,0.003470
918,ordered,0.006151
919,unqualified,0.003664
919,qualified,0.003858
919,ordered,0.005079
920,unqualified,0.004524
920,qualified,0.002991
920,ordered,0.006000
921,unqualified,0.003821
921,qualified,0.014202
921,ordered,0.005006
922,unqualified,0.004995
922,qualified,0.003579
922,ordered,0.007470
923,unqualified,0.002524
923,qualified,0.005003
923,ordered,0.007333
924,unqualified,0.003524
924,qualified,0.005530
924,ordered,0.005746
925,unqualified,0.003195
925,qualified,0.003677
925,ordered,0.004845
926,unqualified,0.005999
926,qualified,0.003255
926,ordered,0.008184
927,unqualified,0.003994
927,qualified,0.003671
927,ordered,0.004332
928,unqualified,0.003171
928,qualified,0.002006
928,ordered,0.005280
929,unqualified,0.004404
929,qualified,0.003476
929,ordered,0.006522
930,unqualified,0.004377
930,qualified,0.002720
930,ordered,0.004293
931,unqualified,0.003166
931,qualified,0.002984
931,ordered,0.004520
932,unqualified,0.003429
932,qualified,0.003195
932,ordered,0.005016
933,unqualified,0.003419
933,qualified,0.003393
933,ordered,0.004486
934,unqualified,0.003715
934,qualified,0.002688
934,ordered,0.004835
935,unqualified,0.003220
935,qualified,0.002981
935,ordered,0.004519
936,unqualified,0.003010
936,qualified,0.002999
936,ordered,0.004992
937,unqualified,0.004002
937,qualified,0.005978
937,ordered,0.004094
938,unqualified,0.003274
938,qualified,0.002524
938,ordered,0.006757
939,unqualified,0.006004
939,qualified,0.003237
939,ordered,0.004523
940,unqualified,0.003002
940,qualified,0.003994
940,ordered,0.005003
941,unqualified,0.002005
941,qualified,0.003996
941,ordered,0.004005
942,unqualified,0.003992
942,qualified,0.002999
942,ordered,0.004000
943,unqualified,0.003352
943,qualified,0.003726
943,ordered,0.003518
944,unqualified,0.003004
944,qualified,0.003998
944,ordered,0.004997
945,unqualified,0.004175
945,qualified,0.007600
945,ordered,0.005157
946,unqualified,0.002516
946,qualified,0.004039
946,ordered,0.004529
947,unqualified,0.002003
947,qualified,0.003001
947,ordered,0.005003
948,unqualified,0.002997
948,qualified,0.003005
948,ordered,0.004995
949,unqualified,0.004043
949,qualified,0.003633
949,ordered,0.004982
950,unqualified,0.002517
950,qualified,0.004003
950,ordered,0.004849
951,unqualified,0.004186
951,qualified,0.002595
951,ordered,0.005107
952,unqualified,0.002595
952,qualified,0.002647
952,ordered,0.005179
953,unqualified,0.004975
953,qualified,0.003994
953,ordered,0.003975
954,unqualified,0.003537
954,qualified,0.003428
954,ordered,0.004840
955,unqualified,0.002812
955,qualified,0.003520
955,ordered,0.005597
956,unqualified,0.003529
956,qualified,0.003001
956,ordered,0.005084
957,unqualified,0.002881
957,qualified,0.003139
957,ordered,0.004123
958,unqualified,0.002996
958,qualified,0.003086
958,ordered,0.004173
959,unqualified,0.003756
959,qualified,0.003500
959,ordered,0.005146
960,unqualified,0.002520
960,qualified,0.003309
960,ordered,0.006119
961,unqualified,0.003714
961,qualified,0.002516
961,ordered,0.004357
962,unqualified,0.005064
962,qualified,0.004713
962,ordered,0.004349
963,unqualified,0.003177
963,qualified,0.004007
963,ordered,0.004654
964,unqualified,0.003042
964,qualified,0.003726
964,ordered,0.004386
965,unqualified,0.002891
965,qualified,0.003001
965,ordered,0.004992
966,unqualified,0.003008
966,qualified,0.003993
966,ordered,0.004079
967,unqualified,0.003625
967,qualified,0.003269
967,ordered,0.004520
968,unqualified,0.002003
968,qualified,0.003002
968,ordered,0.004452
969,unqualified,0.002886
969,qualified,0.002391
969,ordered,0.004379
970,unqualified,0.004135
970,qualified,0.003942
970,ordered,0.004523
971,unqualified,0.003426
971,qualified,0.004370
971,ordered,0.004069
972,unqualified,0.003597
972,qualified,0.002521
972,ordered,0.004768
973,unqualified,0.003280
973,qualified,0.003624
973,ordered,0.005353
974,unqualified,0.003054
974,qualified,0.003228
974,ordered,0.004520
975,unqualified,0.003999
975,qualified,0.002001
975,ordered,0.005002
976,unqualified,0.002999
976,qualified,0.004006
976,ordered,0.003994
977,unqualified,0.005016
977,qualified,0.004204
977,ordered,0.004269
978,unqualified,0.003405
978,qualified,0.008013
978,ordered,0.004047
979,unqualified,0.004047
979,qualified,0.003014
979,ordered,0.005206
980,unqualified,0.002737
980,qualified,0.003380
980,ordered,0.004044
981,unqualified,0.003996
981,qualified,0.002975
981,ordered,0.005694
982,unqualified,0.002740
982,qualified,0.003145
982,ordered,0.004620
983,unqualified,0.003489
983,qualified,0.003815
983,ordered,0.004598
984,unqualified,0.003205
984,qualified,0.003181
984,ordered,0.006217
985,unqualified,0.003918
985,qualified,0.003887
985,ordered,0.005618
986,unqualified,0.002523
986,qualified,0.003006
986,ordered,0.005000
987,unqualified,0.007007
987,qualified,0.003002
987,ordered,0.006362
988,unqualified,0.003404
988,qualified,0.004627
988,ordered,0.007054
989,unqualified,0.004492
989,qualified,0.004644
989,ordered,0.006001
990,unqualified,0.005679
990,qualified,0.002968
990,ordered,0.005079
991,unqualified,0.004518
991,qualified,0.003462
991,ordered,0.018478
992,unqualified,0.004746
992,qualified,0.004235
992,ordered,0.008149
993,unqualified,0.005092
993,qualified,0.006334
993,ordered,0.006299
994,unqualified,0.003445
994,qualified,0.004161
994,ordered,0.007881
995,unqualified,0.005431
995,qualified,0.005319
995,ordered,0.007499
996,unqualified,0.004297
996,qualified,0.002995
996,ordered,0.006175
997,unqualified,0.003523
997,qualified,0.003642
997,ordered,0.005850
998,unqualified,0.003786
998,qualified,0.004995
998,ordered,0.006004
999,unqualified,0.004001
999,qualified,0.004672
999,ordered,0.007252
1000,unqualified,0.003524
1000,qualified,0.003996
1000,ordered,0.009842
